GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Latitude,Longitude,capacity_ttpa,n_operating_units,Plant age (years),Main production equipment
P100000120101,Tangshan Iron and Steel Group Co Ltd,TANG Shan Iron and Steel Group Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,39.648587,118.212487,,0,77.0,BF; BOF
P100000121159,Tangshan Iron and Steel Kim Chaek plant,Tanshan Iron and Steel,Tanshan Iron and Steel [100.0%],North Korea,Asia Pacific,40.67524,129.201745,,0,,Iron other/unspecified; Steel other/unspecified
P100000120124,Tangshan Jianlong Special Steel Co Ltd,Tangshan Jianlong Steel SPECIAL Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,40.167686,117.964004,,0,20.0,BF; BOF
P100000120141,Tangshan Jinma Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,39.700499,118.456775,,0,12.0,BF; BOF
P100000120127,Tangshan Medium Thick Plate Co Ltd,Tangshan Heavy Plate Co Ltd,HBIS Co Ltd [51.0%]; Cambodia Rongfeng Investment Co Ltd [25.1%]; Hebei Wenfeng Industrial Group Co Ltd [23.9%],China,Asia Pacific,39.268452,119.024819,4200.0,1,20.0,BF; BOF
P100000120109,Tangshan Ruifeng Iron and Steel Group Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd [100.0%],China,Asia Pacific,39.497472,118.272056,4500.0,1,24.0,BF; BOF
P100001063916,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd [100.0%],China,Asia Pacific,39.751793,118.490004,860.0,1,19.19,EAF
P100000120112,Tangshan Songting Iron and Steel Co Ltd,Tangshan Songting IRON&STEEL Co Ltd,Tangshan Songting IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,39.938866,118.576678,5000.0,1,57.0,BF; BOF
P100000121141,Tangshan Stainless Steel Co Ltd,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,39.160401,118.429806,,0,,BF; BOF
P100000120126,Tangshan Stainless Steel Co Ltd Guye District,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,39.730795,118.467608,,0,23.0,BF; BOF
P100000120148,Tangshan Wenfeng Special Steel Co Ltd,Tangshan Wenfeng Special Steel Co Ltd,Cambodia Rongfeng Investment Co Ltd [62.5%]; Hebei Wenfeng Industrial Group Co Ltd [36.4%]; unknown [1.2%],China,Asia Pacific,39.146541,118.432261,2000.0,1,18.47,BF; BOF; EAF
P100000120139,Tangshan Xinbaotai Iron and Steel Co Ltd,Tangshan Xinbaotai Iron & Steel Co Ltd,Beijing Jianlong Investment Co Ltd [43.3%]; Guotao Co Ltd (Hong Kong) [38.9%]; Yushan (Beijing) Metallurgical Investment Co Ltd [12.1%]; unknown [5.7%],China,Asia Pacific,39.861425,118.03667,,0,19.0,BF; BOF
P100000120140,Tangshan Xinglong Iron and Steel Co Ltd,Tangshan Xinglong Steel Co Ltd,Tangshan Xinglong Steel Co Ltd [100.0%],China,Asia Pacific,39.847612,118.348448,825.0,1,25.0,EAF; BOF; BF
P100000120341,Tangshan Yutian Jinzhou Industrial Co Ltd,Tangshan Yutian Jinzhou Industry Co Ltd,British Asia Pan Ruogen International Co Ltd [60.0%]; Tangshan Fengrun Jinruicheng Iron and Steel Co Ltd [40.0%],China,Asia Pacific,39.967373,117.857659,700.0,1,15.0,EAF
P100000120342,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%],China,Asia Pacific,39.85271,118.181279,2439.0,1,22.0,EAF
P100000120546,Tata Metaliks Kharagpur steel plant,Tata Metaliks Ltd,Tata Metaliks Ltd [100.0%],India,Asia Pacific,22.385611,87.287179,0.0,1,36.0,BF
P100000120862,Tata Steel Chonburi steel plant,Tata Steel (Thailand) PCL,Tata Steel (Thailand) PCL [100.0%],Thailand,Asia Pacific,13.052398,101.086795,800.0,1,38.0,EAF
P100000120535,Tata Steel Gamharia steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,22.812895,86.084022,1200.0,1,55.0,BF; DRI; EAF
P100000120758,Tata Steel IJmuiden steel plant,Tata Steel Ijmuiden BV,Tata Steel Ltd,Netherlands,Europe,52.484118,4.615584,7500.0,1,108.0,DRI; EAF; BF; BOF
P100000120529,Tata Steel Jamshedpur steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,22.788598,86.1996,11000.0,1,114.0,BF; BOF
P100000120852,Tata Steel Jurong steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],Singapore,Asia Pacific,1.306741,103.7003,750.0,1,65.0,EAF
P100000120530,Tata Steel Kalinganagar steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,20.970411,86.015211,8000.0,1,10.0,BF; BOF
P100000120576,Tata Steel Ludhiana steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,30.946888,75.987521,,0,,EAF
P100000120511,Tata Steel Meramandali steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,20.796053,85.260382,5510.0,1,19.0,BF; BOF; DRI; EAF; IF; Steel other/unspecified
P100000120482,Tata Steel Port Talbot steel plant,Tata Steel UK Ltd,Tata Steel Ltd [100.0%],United Kingdom,Europe,51.577368,-3.783013,,0,121.0,EAF; BF; BOF
P100000120863,Tata Steel Rayong steel plant,Tata Steel (Thailand) PCL,Tata Steel (Thailand) PCL [100.0%],Thailand,Asia Pacific,12.677582,101.149401,550.0,1,37.0,EAF
P100000121002,Tebinbulak mining and smelting complex,Triangul Metals Tebinbulak JSC,Triangul Metals Tebinbulak JSC [100.0%],Uzbekistan,Eurasia,42.1780016,60.4038997,,0,,DRI
P100001063272,TEDA Delong Saudi Arabia steel plant,Tianjin Teda Investment Holdings Co Ltd; DELONG Steel Ltd,British Asia Pan Ruogen International Co Ltd [100.0%]; Tianjin Teda Investment Holdings Co Ltd [100.0%],Saudi Arabia,Middle East,25.0,45.0,,0,,EAF
P100000120918,Tembo Steels Iganga plant,Tembo Steels Uganda Ltd,Tembo Steels Uganda Ltd [100.0%],Uganda,Africa,0.611975,33.457629,600.0,1,4.0,DRI; EAF
P100000120625,Tenaris Dalmine steel plant,Dalmine SpA,Tenaris SA [100.0%],Italy,Europe,45.641516,9.600242,700.0,1,117.0,EAF
P100000121242,Tenaris Silcotub Calarasi steel mill,S.C. Silcotub SA,Tenaris SA [100.0%],Romania,Europe,44.217275,27.29968,535.0,1,22.0,EAF
P100000120731,Tenaris TAMSA Veracruz steel plant,Tubos de Acero de Mexico SA,Tenaris SA [100.0%],Mexico,North America,19.182499,-96.237284,1230.0,1,72.0,EAF
P100000120007,TenarisSiderca Campana steel plant,Siderca SAIC,Tenaris SA [100.0%],Argentina,Central & South America,-34.152554,-58.977388,1720.0,1,65.57,DRI; EAF
P100000120734,Ternium Apodaca steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,25.742085,-100.236478,600.0,1,33.0,EAF
P100000120038,Ternium Brasil Santa Cruz steel plant,Ternium Brasil Ltda,Ternium SA [100.0%],Brazil,Central & South America,-22.912549,-43.741614,5200.0,1,16.0,BF; BOF
P100000120729,Ternium Guerrero San Nicolás de los Garza steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,25.720327,-100.301175,2400.0,1,83.0,DRI; EAF
P100000121053,Ternium Pesquería steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,25.743837,-99.965278,,0,0.0,DRI; EAF
P100000120728,Ternium Puebla steel plant,Ternium México SA de CV,unknown [10.8%]; Ternium Argentina SA; Ternium SA,Mexico,North America,19.169532,-98.318659,1330.0,1,57.0,DRI; EAF
P100000120008,Ternium Siderar San Nicolás steel plant,Ternium Argentina SA,Ternium Argentina SA [100.0%],Argentina,Central & South America,-33.37365,-60.138697,3501.0,1,66.0,BF; BOF
P100000120752,Tete Steel Maputo plant,Baobab Steel Ltd,Baobab Steel Ltd [100.0%],Mozambique,Africa,-15.724345,33.762664,,0,,DRI; EAF
P100000121025,Thai Nguyen Iron and Steel plant,Thai Nguyen Iron And Steel JSC,Thai Nguyen Iron And Steel JSC [100.0%],Vietnam,Asia Pacific,21.557484,105.8728,300.0,1,63.0,BF; EAF; BOF
P100000120030,Thy Marcinelle Charleroi steel plant,Thy-Marcinelle SA,Riva Forni Elettrici SpA,Belgium,Europe,50.410335,4.429693,800.0,1,37.0,EAF
P100000120421,ThyssenKrupp Steel Duisburg steel plant,Thyssenkrupp Steel Europe AG,thyssenkrupp AG [80.0%]; EP Investment S.à r.l. [17.9%]; Tiliacordata Limited [2.1%],Germany,Europe,51.491649,6.733051,9000.0,1,135.0,DRI; BF; BOF
P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,39.031083,117.499246,6650.0,1,91.0,BF; BOF; EAF
P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,36.58967,113.745792,4870.0,1,57.0,BF; BOF
P100000120287,Tianjin Metallurgy Group Zhasan Steel Co Ltd,Tianjin Metallurgy Group Zhasan Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,38.825269,117.08849,,0,11.3,BF; BOF
P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,39.300258,117.800231,4500.0,1,16.66,BF; BOF
P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],China,Asia Pacific,39.034002,117.486798,3000.0,1,15.2,BF; DRI; EAF
P100000120283,Tianjin Rockcheck Steel Group Co Ltd,Rockcheck Steel Group Co Ltd,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; natural person(s) [17.9%]; unknown [4.2%],China,Asia Pacific,38.970638,117.495794,4500.0,2,23.08,BF; BOF; EAF
P100001023535,Tianjin Rongcheng Group Tangshan Fengrun Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%]; Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,39.85271,118.181279,,0,2.2,EAF
P100000121081,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,39.551552,118.137993,,0,21.0,BF; BOF
P100000120285,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd [100.0%],China,Asia Pacific,38.832642,117.102765,,0,19.12,BF; BOF
P100000120288,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Jiangtian Industrial Development Co Ltd [100.0%],China,Asia Pacific,39.501442,118.719554,,0,20.51,BF; BOF
P100000120815,TMK Seversky Pipe plant,Severskiy Trubnyi Zavod JSC,Severskiy Trubnyi Zavod JSC [100.0%],Russia,Eurasia,56.478428,60.249411,950.0,1,287.0,EAF
P100000120816,TMK Taganrog Metallurgical Plant,Taganrogskiy Metallurgicheskiy Zavod JSC,Trubnaya Metallurgicheskaya Kompaniya PJSC [96.0%]; small shareholder(s) [4.0%],Russia,Eurasia,47.241557,38.928584,950.0,1,130.0,EAF
P100000120668,Tokyo Steel Kyushu plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,33.881431,130.755978,678.0,1,54.3,EAF
P100000120669,Tokyo Steel Okayama plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,34.515062,133.745525,708.0,1,63.39,EAF
P100000120670,Tokyo Steel Tahara plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,34.702012,137.249114,2600.0,1,15.72,EAF
P100000120671,Tokyo Steel Utsunomiya plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,36.540425,139.993079,800.0,1,30.3,EAF
P100000120216,Tonghua Iron and Steel Co Ltd,Tonghua Iron & Steel Co Ltd,Beijing State-owned Capital Management Center [56.2%]; unknown [16.9%]; Industrial and Commercial Bank of China Ltd [8.3%]; China Construction Bank Corp [8.1%]; Bank of China Ltd [6.5%]; BANK of Jilin Co Ltd [0.9%]; Hana Bank Co Ltd [0.9%]; Changchun Financial Holding Group Co Ltd [0.6%]; Jilin Financial Holding Group Co Ltd [0.6%]; Jilin YATAI (GROUP) Co Ltd [0.5%]; Jilin PROVINCE Inestment Group Co Ltd [0.3%]; Changchun City Development Investment Holding (Group) Co Ltd [0.1%],China,Asia Pacific,41.779125,126.022349,4590.0,1,19.53,BF; BOF
P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd [100.0%],China,Asia Pacific,30.907561,117.772866,1350.0,1,56.0,BF; BOF
P100000120356,Tongling Xuanli Special Steel Co Ltd,Tongling City Xuanli Special Steel Co Ltd,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],China,Asia Pacific,31.062807,117.956015,2700.0,1,17.0,BF; BOF
P100000121137,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd [100.0%],China,Asia Pacific,34.55486,117.327039,,0,19.58,BF; BOF
P100000120672,Topy Industries Toyohashi steel plant,Topy Industries Ltd,Topy Industries Ltd [100.0%],Japan,Asia Pacific,34.719644,137.322259,960.0,1,68.0,EAF
P100000120616,Torbat Heydarieh Khorasan Steel Complex,Torbat Heydarieh Steel Co,Torbat Heydarieh Steel Co [100.0%],Iran,Middle East,35.594882,59.205984,1450.0,1,1.0,DRI; EAF
P100000120886,Toscelik Iskenderun steel plant,Toscelik Profil ve Sac Endustrisi AS,Tosyalı Holding AŞ,Türkiye,Europe,36.687943,36.214871,4000.0,1,3.0,EAF
P100000120885,Toscelik Toprakkale steel plant,Toscelik Profil ve Sac Endustrisi AS,Tosyalı Holding AŞ,Türkiye,Europe,37.016956,36.10911,2000.0,1,17.0,EAF
P100000120441,Tosyali Algerie Oran steel plant,Tosyali Ironsteel Industry Algerie SpA,Tosyalı Holding AŞ,Algeria,Africa,35.770912,-0.263031,6200.0,1,13.0,DRI; EAF
P100000121212,Tosyali Ras Al Khair steel plant,Tosyalı Holding AŞ,Tosyalı Holding AŞ [100.0%],Saudi Arabia,Middle East,27.544525,49.205538,,0,,Steel other/unspecified
P100001042927,Tosyali Sonangol Kassinga Iron and Steel plant,Tosyali Iron and Steel Angola SA; Sonangol EP,Sonangol EP [100.0%]; Tosyalı Holding AŞ,Angola,Africa,-15.263743,16.065494,,0,,DRI; EAF
P100000120889,Tosyali Toprakkale steel plant,Tosyalı Holding AŞ,Tosyalı Holding AŞ [100.0%],Türkiye,Europe,37.016498,36.095126,,0,16.0,EAF
P100001023430,Tosyali-SULB Benghazi steel plant,Tosyali Sulb Steel Industries Joint Company,Libya United Steel Company for Iron and Steel Industry; Tosyalı Holding AŞ,Libya,Africa,32.1818,20.124361,,0,,DRI; EAF
P100000120896,TT Iron and Steel Point Lisas steel plant,TT Iron Steel Company Ltd,TT Iron Steel Company Ltd [100.0%],Trinidad and Tobago,Central & South America,10.403605,-61.482939,,0,46.0,DRI; EAF
P100000120904,Tung Ho Steel Kaohsiung plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,22.563095,120.362654,700.0,1,52.0,EAF
P100000120903,Tung Ho Steel Miaoli plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,24.568401,120.74062,1200.0,1,35.0,EAF
P100000121014,Tung Ho Steel Phu My plant,Tung Ho Steel Vietnam Corp Ltd,Tung Ho Steel Enterprise Corp [100.0%],Vietnam,Asia Pacific,10.551445,107.04368,1000.0,1,19.0,EAF
P100000120902,Tung Ho Steel Taoyuan plant,Tung Ho Steel Enterprise Corp,Tung Ho Steel Enterprise Corp [100.0%],Taiwan,Asia Pacific,25.067119,121.141176,1000.0,1,39.0,EAF
P100001045582,Tuyen Quang Iron and Steel Long Binh steel plant,Tuyen Quang Iron Steel Co Ltd,Hung Ha Mon Goods Group Co [100.0%],Vietnam,Asia Pacific,21.738739,105.247545,550.0,1,12.1,BF; BOF
P100000121204,TY Steel Rayong plant,TY Steel Co Ltd,Ta Chen Stainless Pipe Co Ltd [38.8%]; Tycoons Worldwide Group (Thailand) PCL [19.4%]; Tycoons Group International Co Ltd [5.9%],Thailand,Asia Pacific,12.857307,101.21314,600.0,1,9.0,EAF
P100000120732,TYASA steel plant,Talleres y Aceros SA de CV,Talleres y Aceros SA de CV [100.0%],Mexico,North America,18.869272,-97.047263,1650.0,1,33.0,EAF
P100000120814,Tyumen Electrosteel plant,UMK-Stal LLC,Nokomis Select Inc [33.0%]; Tretiy Kod CJSC [32.8%]; Satelait JSC [17.7%]; Assets-M JSC [17.0%],Russia,Eurasia,57.109316,65.668641,664.0,1,12.0,EAF
P100000120419,TZMS Třinecké železárny Trinec steel plant,TRINECKÉ ZELEZÁRNY AS,Minerfin AS,Czech Republic,Europe,49.689053,18.654557,2800.0,2,187.0,BF; BOF; EAF
P100000120854,U. S. Steel Košice steel plant,US Steel Košice sro,Nippon Steel Corp,Slovakia,Europe,48.612001,21.191401,4500.0,1,61.0,BF; BOF
P100000120928,U.S. Steel Big River Steel plant,Big River Steel LLC,Nippon Steel Corp [100.0%],United States,North America,35.644264,-89.941659,6022.0,1,10.0,EAF; DRI
P100001061239,U.S. Steel EAF plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,38.7946,-106.5348,,0,,EAF
P100000120964,U.S. Steel Edgar Thomson Plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,40.39514,-79.859645,2600.0,1,151.0,BF; BOF
P100000120965,U.S. Steel Fairfield plant,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,33.480697,-86.937854,1600.0,1,6.0,EAF
P100000120966,U.S. Steel Gary Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,41.620799,-87.348266,7800.0,1,118.0,BF; BOF
P100000120968,U.S. Steel Granite City Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,38.695049,-90.136073,1350.0,1,131.0,BF; BOF
P100000120967,U.S. Steel Great Lakes Works,United States Steel Corp,Nippon Steel Corp [100.0%],United States,North America,42.263181,-83.121553,,0,124.0,BF; BOF
P100000120797,UMB Hunedoara steel plant,UMB Steel SRL,UMB Steel SRL [100.0%],Romania,Europe,45.735183,22.91627,,0,141.0,EAF
P100000120866,UMC Metals Chon Buri steel plant,UMC Metals Ltd,UMC Metals Ltd [100.0%],Thailand,Asia Pacific,13.275832,100.969791,805.0,1,32.0,EAF
P100000120709,United Steel Industrial Kuwait Steel Sharq plant,United Steel Industries Co KSCC,Bukhamseen Holding Group Co; Iranian Mines & Mining Industries Development & Renovation Organization,Kuwait,Middle East,28.989306,48.128118,1200.0,1,19.0,EAF
P100001042855,Unitex Steel Mills Feni steel plant,Unitex Steel Mills Ltd,Unitex Steel Mills Ltd [100.0%],Bangladesh,Asia Pacific,22.945182,91.512387,,0,,EAF
P100000121230,Univers Acier Sidi Hajjaj steel plant,Univers Acier,Demirsan Haddecilik Sanayi Ve Ticaret AŞ; Longofer,Morocco,Africa,33.501604,-7.467891,720.0,1,16.0,EAF
P100000120819,Ural Steel Metallurgical Plant,Uralskaya Stal JSC,Zagorskii Trubnyi Zavod JSC,Russia,Eurasia,51.214781,58.353913,2050.0,1,71.0,BF; EAF; BOF
P100000120037,Usiminas Cubatão steel plant,Usinas Siderurgicas de Minas Gerais SA,Usinas Siderurgicas de Minas Gerais SA [100.0%],Brazil,Central & South America,-23.863092,-46.376294,,0,63.0,BF; BOF
P100000120043,Usiminas Ipatinga steel plant,Usinas Siderurgicas de Minas Gerais SA,Usinas Siderurgicas de Minas Gerais SA [100.0%],Brazil,Central & South America,-19.491277,-42.544253,5000.0,1,64.0,BF; BOF
P100001045064,Ussuri Capital Romania steel plant,Ussuri Capital,Ussuri Capital [100.0%],Romania,Europe,44.133338,28.64001,,0,,EAF
P100000121194,Uttam Galva Ferrous Bellary steel plant,Uttam Galva Ferous Ltd,Uttam Galva Ferous Ltd [100.0%],India,Asia Pacific,15.184613,76.824905,,0,,BF; BOF
P100000121001,Uzmetkombinat steel plant,Uzbekskiy Metallurgicheskiy Kombinat JSC,Government of Uzbekistan [80.0%]; unknown [20.0%],Uzbekistan,Eurasia,40.233432,69.290873,1100.0,1,82.0,EAF
P100000121175,Vale Tecnored Marabá iron plant,Vale SA,Vale SA [100.0%],Brazil,Central & South America,-5.408654,-49.103539,,0,1.0,Iron other/unspecified
P100000120044,Vallourec Jeceaba steel plant,Vallourec Soluções Tubulares do Brasil SA,Vallourec SA [100.0%],Brazil,Central & South America,-20.582683,-43.971555,1000.0,1,15.0,BF; EAF
P100000120974,Vallourec Star Youngstown steel plant,Vallourec Star LP,Vallourec SA [100.0%],United States,North America,41.125495,-80.683382,725.0,1,41.0,EAF
P100000120759,Van Merksteijn International steel plant,Van Merksteijn International BV,Van Merksteijn International BV [100.0%],Netherlands,Europe,53.440581,6.844773,,0,,EAF
P100000120579,Van Steel Kurdistan plant,Van Company for Industrial Investment and General Trading,Van Company for Industrial Investment and General Trading [100.0%],Iraq,Middle East,36.09176,43.97415,750.0,1,4.0,EAF
P100001054309,Vardhman Special Steels Ludhiana steel plant,Vardhman Special Steels Limited,Vardhman Special Steels Limited [100.0%],India,Asia Pacific,30.890103,75.908673,,0,,EAF
P100000121017,VAS An Hung Tuong Steel Binh Duong plant,VAS Steel An Hung Tuong LLC,Vietnam Advance Sprint Group JSC,Vietnam,Asia Pacific,11.054204,106.615962,500.0,1,38.0,IF
P100000121016,VAS Nghi Son Cast Iron and Steel plant,Nghi Son VAS Group JSC,Vietnam Advance Sprint Group JSC [100.0%],Vietnam,Asia Pacific,19.326924,105.777449,3150.0,1,8.0,EAF; IF
P100000121018,VAS Tue Minh Steel Binh Duong plant,VAS Steel Tue Minh JSC,Vietnam Advance Sprint Group JSC [100.0%],Vietnam,Asia Pacific,11.113343,106.831064,500.0,1,10.0,EAF
P100000121205,Vedanta Sesa Goa Pig Iron Plant,Vedanta Iron and Steel Ltd,Vedanta Ltd [100.0%],India,Asia Pacific,15.526866,73.986671,0.0,1,34.0,BF
P100001061390,Vertra Celik Sarımazı steel plant,Vertra Steel Industry and Trade Corp,Vertra Steel Industry and Trade Corp [100.0%],Türkiye,Europe,36.945926,36.001643,800.0,1,0.38,EAF
P100000120054,Viena Açailândia iron works,Andrade Valladares Engenharia e Construcao Ltda,natural person(s); RKV Participacoes Ltda; Skv Participacoes Ltda; Viena Administracao e Participacoes Ltda,Brazil,Central & South America,-4.887877,-47.392157,0.0,1,38.0,BF
P100001045591,Viet Nhat VJS Nam Cau Kien steel plant,Viet Nhat Advanced Steel JSC,Viet Nhat Advanced Steel JSC [100.0%],Vietnam,Asia Pacific,20.90553,106.628701,500.0,1,16.0,IF
P100001045592,Vietnam Italy Steel Pho Noi steel plant,Vietnam - Italy Steel JSC,Kyoei Steel Ltd [73.8%]; Thai Hung Trading JSC [20.0%]; unknown [6.2%],Vietnam,Asia Pacific,20.946428,106.025454,552.0,1,24.0,EAF
P100000121023,Vina Kyoei Steel Phu My plant,Vina Kyoei Steel Ltd Co,Kyoei Steel Ltd [45.0%]; Viet Nam Steel Corp [40.0%]; Mitsui & Co Ltd [9.0%]; Marubeni-Itochu Steel Pte Ltd [6.0%],Vietnam,Asia Pacific,10.601423,107.040679,1000.0,1,30.14,EAF
P100001045578,Vina One Steel Ben Luc steel plant,Vina One Steel Manufacturing Corp,Vina One Steel Manufacturing Corp [100.0%],Vietnam,Asia Pacific,10.636835,106.517595,1200.0,1,19.0,IF
P100000121201,Vina Roma Quang Tri steel plant,Vina Roma Quang Tri Steel JSC,Vina Roma Quang Tri Steel JSC [100.0%],Vietnam,Asia Pacific,16.756559,107.329547,,0,,Iron other/unspecified; Steel other/unspecified
P100001080248,VinMetal Ha Tinh steel plant,VinMetal Joint Stock Company JSC,Vingroup JSC [100.0%],Vietnam,Asia Pacific,18.353226,105.903042,,0,,Steel other/unspecified
P100000120820,VMK Red October steel plant,Krasnyi Oktyabr' Corporation JSC,RSL Group JSC,Russia,Eurasia,48.754025,44.561004,501.0,1,128.0,EAF
P100000121021,VNSteel Southern Steel Phu My plant,VNSTEEL Southern Steel Co Ltd,Viet Nam Steel Corp,Vietnam,Asia Pacific,10.576597,107.028995,550.0,1,21.0,EAF
P100000120011,Voestalpine Stahl Donawitz steel plant,Voestalpine Stahl Donawitz GmbH,Voestalpine AG [100.0%],Austria,Europe,47.380455,15.065182,1570.0,2,148.0,BF; BOF; DRI; EAF
P100000120010,Voestalpine Stahl Linz steel plant,Voestalpine Stahl GmbH,Voestalpine AG [100.0%],Austria,Europe,48.274023,14.33434,6000.0,2,86.0,BF; BOF; DRI; EAF
P100000120824,Volzhsky Pipe Plant,Volzhskiy Trubnyi Zavod JSC,Trubnaya Metallurgicheskaya Kompaniya PJSC [100.0%],Russia,Eurasia,48.804332,44.79408,900.0,1,56.0,EAF
P100000121200,Vulcan Green Steel Nigeria plant,Vulcan Green Steel LLC,Vulcan Green Steel LLC [100.0%],Nigeria,Africa,9.082,8.6753,,0,,DRI; EAF
P100001082548,Walsin Lihwa Tainan stainless steel plant,Walsin Lihwa Corp,Walsin Lihwa Corp [100.0%],Taiwan,Asia Pacific,23.295835858147463,120.24399172517494,1000.0,1,33.0,EAF
P100000120791,Weglokoks Ruda Slaska steel plant,Weglokoks Stal SP zoo,Weglokoks SA,Poland,Europe,50.289858,18.874414,,0,,EAF
