Owner,n_plants,total_capacity_ttpa,mean_capacity_ttpa,max_capacity_ttpa,n_countries,n_regions,mean_plant_age,mean_nearest_exposure_usd,mean_local_exposure_usd,max_local_exposure_usd,capacity_weighted_exposure_usd,countries,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,largest_plant_ttpa,rep_lat,rep_lon,rep_source
Guangdong Yuebei United Steel Co Ltd,1,2055.0,2055.0,2055.0,1,1,16.0,114780320.39245096,1125333997.9230347,1125333997.9230347,1125333997.9230347,China,24.262452,113.728198,Guangdong Yuebei United Steel Co Ltd,24.262452,113.728198,2055.0,24.262452,113.728198,largest plant
Orissa Metaliks Pvt Ltd,3,2050.0,683.3333333333334,900.0,1,1,10.666666666666666,2205613025.7592883,11647420002.710455,14646256806.974564,11937673818.653208,India,22.20731743498461,86.18312528426843,Orissa Metaliks Kharagpur steel plant,22.378355,87.281773,900.0,22.378355,87.281773,largest plant
Xining Special Steel Co Ltd,1,2040.0,2040.0,2040.0,1,1,28.37,3718700727.8378444,78026869502.55952,78026869502.55952,78026869502.55952,China,36.66856,101.671414,Xining Special Steel Co Ltd,36.66856,101.671414,2040.0,36.66856,101.671414,largest plant
Guangdong Guangqing METAL Technology Co Ltd,1,2040.0,2040.0,2040.0,1,1,16.0,546325381.749661,8965655529.844511,8965655529.844511,8965655529.844511,China,21.697069,111.848841,Guangdong Guangqing Metal Technology Co Ltd,21.697069,111.848841,2040.0,21.697069,111.848841,largest plant
Heilongjiang Jianlong Iron and Steel Co Ltd,1,2001.0,2001.0,2001.0,1,1,23.0,125175844.19061546,5871935016.85296,5871935016.85296,5871935016.85296,China,46.602297,131.071877,Heilongjiang Jianlong Iron and Steel Co Ltd,46.602297,131.071877,2001.0,46.602297,131.071877,largest plant
Xinxing Ductile Iron Pipes Xinjiang Co Ltd,1,2000.0,2000.0,2000.0,1,1,15.46,31013010.919899933,271826943.1926223,271826943.1926223,271826943.1926223,China,42.333321000000005,86.302481,Xinjiang Tianshan Iron and Steel Bazhou Co Ltd,42.333321,86.302481,2000.0,42.333321,86.302481,largest plant
Hubei Lijin Steel Group Co Ltd,1,2000.0,2000.0,2000.0,1,1,24.0,728653447.9992169,3421129107.261907,3421129107.261907,3421129107.261907,China,32.127263,112.715688,Hubei Lijin Steel Group Co Ltd,32.127263,112.715688,2000.0,32.127263,112.715688,largest plant
Guangdong Jingye Iron and Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,6.0,7797595936.055308,345789484427.8733,345789484427.8733,345789484427.8733,China,23.454666,116.498483,Guangdong Jingye Iron and Steel Co Ltd,23.454666,116.498483,2000.0,23.454666,116.498483,largest plant
Wuhai Baogang Wanteng Iron and Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,15.0,111523145.34028804,4238109972.7364726,4238109972.7364726,4238109972.7364726,China,39.855971000000004,106.88664700000001,Wuhai Baogang Wanteng Iron and Steel Co Ltd,39.855971,106.886647,2000.0,39.855971,106.886647,largest plant
Wuhu Fuxin Iron & Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,23.0,203072621.1319695,14988877836.50761,14988877836.50761,14988877836.50761,China,31.194505000000003,118.067833,Wuhu Fuxin Iron and Steel Co Ltd,31.194505,118.067833,2000.0,31.194505,118.067833,largest plant
Fuzhou Wuhang Steel Products Co Ltd,1,2000.0,2000.0,2000.0,1,1,5.0,6512786661.363352,122602138013.36754,122602138013.36754,122602138013.36754,China,25.995101000000002,119.495725,Fuzhou Wuhang Steel Products Co Ltd,25.995101,119.495725,2000.0,25.995101,119.495725,largest plant
Wuhu Xinxing Ductile Iron Pipes Co Ltd,1,2000.0,2000.0,2000.0,1,1,23.0,1042494789.8844099,47168529761.85726,47168529761.85726,47168529761.857254,China,31.229893,118.15086699999999,Wuhu Xinxing Ductile Iron Pipes Co Ltd,31.229893,118.150867,2000.0,31.229893,118.150867,largest plant
Fujian Wuhang Stainless Steel Products Co Ltd,1,2000.0,2000.0,2000.0,1,1,33.0,6512786661.363352,121317464955.75764,121317464955.75764,121317464955.75764,China,25.95923,119.452018,Fujian Wuhang Stainless Steel Products Co Ltd,25.95923,119.452018,2000.0,25.95923,119.452018,largest plant
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,20.3,2337622.9703656165,43882319875.08874,43882319875.08874,43882319875.08874,China,40.689778000000004,110.214707,Inner Mongolia Yaxin Longshun Special Steel Co Ltd,40.689778,110.214707,2000.0,40.689778,110.214707,largest plant
Hubei Shunle Iron and Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,5.0,96700424.06712171,3896296123.857641,3896296123.857641,3896296123.857641,China,29.925025999999995,113.826118,Hubei Shunle Steel Co Ltd plant,29.925026,113.826118,2000.0,29.925026,113.826118,largest plant
Jiangsu Changqiang Iron & Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,22.42,5149260849.902505,141261220919.20892,141261220919.20892,141261220919.20892,China,31.952064000000004,120.189749,Jiangsu Changqiang Iron and Steel Co Ltd,31.952064,120.189749,2000.0,31.952064,120.189749,largest plant
Shijiazhuang Iron and Steel Co Ltd,2,2000.0,2000.0,2000.0,1,1,34.5,41715661516.27928,170201054489.40945,330660223500.23596,9741885478.582943,China,38.06816598221893,114.29672622028465,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,38.075008,114.033043,2000.0,38.075008,114.033043,largest plant
BERIS Jiangsu Heavy Industry Co Ltd,1,2000.0,2000.0,2000.0,1,1,16.33,178113102.28059617,67465694863.543724,67465694863.543724,67465694863.543724,China,32.104319,119.79212599999998,Zhongye Dongfang Jiangsu Heavy Industry Co Ltd,32.104319,119.792126,2000.0,32.104319,119.792126,largest plant
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,6.12,20271489.796361625,14827483803.874836,14827483803.874836,14827483803.874836,China,28.851779000000004,105.70509,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,28.851779,105.70509,2000.0,28.851779,105.70509,largest plant
Tangshan Wenfeng Special Steel Co Ltd,1,2000.0,2000.0,2000.0,1,1,18.47,146526011.7107865,4822170639.785444,4822170639.785444,4822170639.785444,China,39.146541,118.432261,Tangshan Wenfeng Special Steel Co Ltd,39.146541,118.432261,2000.0,39.146541,118.432261,largest plant
Henan YAXIN Steel Industry Co Ltd,1,2000.0,2000.0,2000.0,1,1,23.0,1630271672.3960836,46949897947.47487,46949897947.47487,46949897947.47487,China,35.87995600000001,114.334825,Henan Yaxin Iron and Steel Group Co Ltd,35.879956,114.334825,2000.0,35.879956,114.334825,largest plant
Guizhou United Steel (Group) Co Ltd,1,1990.0,1990.0,1990.0,1,1,12.0,288427354.33009654,39984761441.50749,39984761441.50749,39984761441.50749,China,27.591691,106.814024,Guizhou United Iron and Steel Group Co Ltd,27.591691,106.814024,1990.0,27.591691,106.814024,largest plant
ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,1,1900.0,1900.0,1900.0,1,1,20.0,758099574.9849542,50793015085.371735,50793015085.371735,50793015085.371735,China,40.626396,122.38884000000002,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,40.626396,122.38884,1900.0,40.626396,122.38884,largest plant
Lucheng Xingbao Iron & Steel Co Ltd,1,1900.0,1900.0,1900.0,1,1,22.85,2719454994.077153,51965769924.3065,51965769924.3065,51965769924.3065,China,36.332449,113.15509000000002,Changzhi Xingbao Steel Co Ltd,36.332449,113.15509,1900.0,36.332449,113.15509,largest plant
Angang Lianzhong Stainless Steel Corp,1,1900.0,1900.0,1900.0,1,1,25.0,23605391215.706425,860628677784.8787,860628677784.8787,860628677784.8787,China,23.126822000000004,113.505817,Angang Lianzhong Stainless Steel Co Ltd,23.126822,113.505817,1900.0,23.126822,113.505817,largest plant
Shaanxi Lueyang Iron and Steel Co Ltd,1,1900.0,1900.0,1900.0,1,1,22.29,32314098.785076372,235071813.06369317,235071813.06369317,235071813.06369317,China,33.323678,106.167206,Shaanxi Lueyang Iron and Steel Co Ltd,33.323678,106.167206,1900.0,33.323678,106.167206,largest plant
Shandong Taigang Xinhai Stainless Steel Co Ltd,1,1860.0,1860.0,1860.0,1,1,10.07,374021532.01611346,9458763157.781727,9458763157.781727,9458763157.781727,China,35.228556,119.08417800000001,Shandong Taigang Xinhai Stainless Steel Co Ltd,35.228556,119.084178,1860.0,35.228556,119.084178,largest plant
Wuzhou Yongda Steel Works Co Ltd,1,1851.0,1851.0,1851.0,1,1,17.0,607979569.3111423,17168553692.681128,17168553692.681128,17168553692.681128,China,23.524464999999996,111.2402,Wuzhou Yongda Iron and Steel Co Ltd,23.524465,111.2402,1851.0,23.524465,111.2402,largest plant
Hebei Huaxi Special Steel Co Ltd,1,1824.0,1824.0,1824.0,1,1,5.0,658638310.9064554,5574342695.914176,5574342695.914176,5574342695.914176,China,39.260784,119.00592499999999,Hebei Huaxi Special Steel Co Ltd,39.260784,119.005925,1824.0,39.260784,119.005925,largest plant
Hbzx HIGH Tech Co Ltd,1,1800.0,1800.0,1800.0,1,1,3.0,11073664760.627905,24373336350.227474,24373336350.227474,24373336350.227474,China,40.607977,115.067516,Hebei Zhangxuan High Tech Co Ltd,40.607977,115.067516,1800.0,40.607977,115.067516,largest plant
Anshan Baode Iron & Steel Co Ltd,1,1800.0,1800.0,1800.0,1,1,26.73,4381066890.384275,163827269958.9023,163827269958.9023,163827269958.9023,China,41.173613,122.94550100000001,Anshan Baode Iron and Steel Co Ltd,41.173613,122.945501,1800.0,41.173613,122.945501,largest plant
Ningxia Iron and Steel (Group) Co Ltd,1,1800.0,1800.0,1800.0,1,1,68.0,21396075.606333133,5611743146.297189,5611743146.297189,5611743146.297189,China,37.503054,105.078348,Ningxia Iron and Steel Group Co Ltd,37.503054,105.078348,1800.0,37.503054,105.078348,largest plant
Henan Angang Zhoukou Iron and Steel Co Ltd,1,1750.0,1750.0,1750.0,1,1,5.0,1216482444.7504897,9764326764.785652,9764326764.785652,9764326764.785652,China,33.364534,115.099661,Henan Angang Zhoukou Iron and Steel Co Ltd,33.364534,115.099661,1750.0,33.364534,115.099661,largest plant
Fujian Dingsheng Steel Co Ltd,1,1726.0,1726.0,1726.0,1,1,8.0,65973740.548705816,4145571679.748354,4145571679.748354,4145571679.748354,China,27.224477000000004,120.32882799999999,Fujian Dingsheng Iron and Steel Co Ltd,27.224477,120.328828,1726.0,27.224477,120.328828,largest plant
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2,1725.0,862.5,1725.0,1,1,17.5,14775761.727532735,1219183267.8164568,1401279019.1171052,1401279019.1171052,China,23.176229161165118,109.41476993264988,Guangxi Guifeng Special Steel Co Ltd,23.987136,111.914197,1725.0,23.987136,111.914197,largest plant
Godo Steel Ltd,3,1700.0,566.6666666666666,700.0,1,1,62.666666666666664,176002564914.40576,2363553848858.4585,3812995185567.159,2534076359059.482,Japan,35.08022016005734,136.67417486511414,Godo Steel Funabashi Works,35.697541,139.964104,700.0,35.697541,139.964104,largest plant
Shanxi Meijin Iron and Steel Co Ltd,2,1700.0,1700.0,1700.0,1,1,22.32,2089291270.347642,10351724174.808672,15890424232.047594,15890424232.047594,China,38.15555056251446,112.45759948940074,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,37.571354,112.229791,1700.0,37.571354,112.229791,largest plant
Licheng Taihang Iron & Steel Co Ltd,1,1700.0,1700.0,1700.0,1,1,25.68,231213739.23506635,5164716713.87076,5164716713.87076,5164716713.87076,China,36.472303000000004,113.344155,Licheng Taihang Iron and Steel Co Ltd,36.472303,113.344155,1700.0,36.472303,113.344155,largest plant
Heyuan Derun Steel Co Ltd,2,1650.0,1650.0,1650.0,1,1,26.0,5199836757.785021,11378305158.915005,22529808471.8891,226801845.94090843,China,23.545723843616223,114.82093454460008,Heyuan Derun Steel Co Ltd LanTang Industrial Park,23.39775,114.898646,1650.0,23.39775,114.898646,largest plant
Hebei YongYang Special Steel Group Co Ltd,1,1610.0,1610.0,1610.0,1,1,33.0,364664534.1041899,105774755639.35507,105774755639.35507,105774755639.35507,China,36.786851,114.376132,Hebei Yongyang Special Steel Group Co Ltd,36.786851,114.376132,1610.0,36.786851,114.376132,largest plant
Guangxi Deyuan Metallurgy Co Ltd,2,1600.0,1600.0,1600.0,1,1,36.0,271821385.1967023,2050654951.2266204,3308487119.423714,3308487119.423714,China,22.785801191608208,109.11928616926107,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),22.712996,109.33725,1600.0,22.712996,109.33725,largest plant
Jianglong Acheng Iron & Steel Co Ltd,1,1600.0,1600.0,1600.0,1,1,25.0,3851213851.5239058,22150430318.14087,22150430318.14087,22150430318.14087,China,45.562002,126.968128,Jianglong Acheng Iron and Steel Co Ltd,45.562002,126.968128,1600.0,45.562002,126.968128,largest plant
Sanyo Special Steel Co Ltd,1,1596.0,1596.0,1596.0,1,1,91.0,12333371034.581137,143476292065.90747,143476292065.90747,143476292065.90747,Japan,34.788074,134.672046,Nippon Sanyo Special Steel,34.788074,134.672046,1596.0,34.788074,134.672046,largest plant
Jiangsu HONGTAI Metals Ware Co Ltd,1,1576.0,1576.0,1576.0,1,1,25.68,3200493895.461697,126766002274.8766,126766002274.8766,126766002274.8766,China,32.138393,119.554693,Jiangsu Hongtai Iron and Steel Co Ltd,32.138393,119.554693,1576.0,32.138393,119.554693,largest plant
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,1,1575.0,1575.0,1575.0,1,1,26.0,1570133414.6514165,32209850622.246315,32209850622.246315,32209850622.246315,China,36.664097,114.115263,Hebei Xinwuan Iron and Steel Group Xinhui Metallurgy Co Ltd,36.664097,114.115263,1575.0,36.664097,114.115263,largest plant
Shanxi Changxin Industry Co Ltd,1,1520.0,1520.0,1520.0,1,1,37.0,2719454994.077153,57194942525.12236,57194942525.12236,57194942525.12236,China,36.326589,113.11718100000002,Shanxi Changxin Industrial Co Ltd,36.326589,113.117181,1520.0,36.326589,113.117181,largest plant
Henan Fengbao SPECIAL Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,25.0,1250100343.4634068,12382607196.78423,12382607196.78423,12382607196.78423,China,36.131666,113.872158,Henan Fengbao Special Steel Co Ltd,36.131666,113.872158,1500.0,36.131666,113.872158,largest plant
Jiangyin Huaxi Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,23.39,10086515908.61508,305294826329.7832,305294826329.7832,305294826329.7832,China,31.816482,120.424347,Jiangyin Huaxi Iron and Steel Co Ltd,31.816482,120.424347,1500.0,31.816482,120.424347,largest plant
Daido Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,64.0,27104407629.54368,1439619650330.7676,1439619650330.7676,1439619650330.7676,Japan,35.016404,136.86474400000003,Daido Steel Chita plant (Tokai),35.016404,136.864744,1500.0,35.016404,136.864744,largest plant
Danyang Longjiang Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,22.59,5805245295.940704,102713030996.41045,102713030996.41045,102713030996.41043,China,32.027791,119.57705999999999,Danyang Longjiang Steel Co Ltd,32.027791,119.57706,1500.0,32.027791,119.57706,largest plant
ESL Steel Ltd,1,1500.0,1500.0,1500.0,1,1,20.0,1365011682.389793,43723661303.1137,43723661303.1137,43723661303.1137,India,23.632907,86.293671,Electrosteel Bokaro steel plant,23.632907,86.293671,1500.0,23.632907,86.293671,largest plant
Jilin Jingang Lron and Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,47.0,7056524178.650425,23181462756.71461,23181462756.71461,23181462756.71461,China,43.20023,124.33569700000001,Jilin Jingang Iron and Steel Co Ltd,43.20023,124.335697,1500.0,43.20023,124.335697,largest plant
Chengdu Changfeng Steel Group Co Ltd,1,1500.0,1500.0,1500.0,1,1,56.0,846260426.3465284,20216826188.210163,20216826188.210163,20216826188.210163,China,31.031921000000004,103.672956,Chengdu Changfeng Iron and Steel Group Co Ltd,31.031921,103.672956,1500.0,31.031921,103.672956,largest plant
Longnan Fuxin Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,20.91,85055828.36295038,2043486888.1904333,2043486888.1904333,2043486888.1904333,China,24.912904,114.844503,Longnan Fuxin Iron and Steel Co Ltd,24.912904,114.844503,1500.0,24.912904,114.844503,largest plant
Ningxia Xinghua Iron and Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,4.22,1044069289.8932406,7853591900.804574,7853591900.804574,7853591900.804574,China,39.309571,106.79093,Ningxia Xinghua Iron and Steel Co Ltd,39.309571,106.79093,1500.0,39.309571,106.79093,largest plant
Qian'an Zhayi Steel Group Co Ltd,1,1500.0,1500.0,1500.0,1,1,22.0,722897426.2393645,20922674707.457275,20922674707.457275,20922674707.457275,China,40.044026,118.552001,Qian an Zhayi Steel Group Co Ltd,40.044026,118.552001,1500.0,40.044026,118.552001,largest plant
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,1,1500.0,1500.0,1500.0,1,1,16.0,607979569.3111423,17160960324.747433,17160960324.747433,17160960324.747433,China,23.518229000000005,111.235509,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,23.518229,111.235509,1500.0,23.518229,111.235509,largest plant
Aichi Steel Corp,1,1495.0,1495.0,1495.0,1,1,83.0,110186877555.41345,1502462582382.9646,1502462582382.9646,1502462582382.9646,Japan,35.044557999999995,136.900772,Aichi Steel Chita plant (Tokai),35.044558,136.900772,1495.0,35.044558,136.900772,largest plant
Jishan Mingfu Steel Products Co Ltd,1,1433.0,1433.0,1433.0,1,1,12.44,245177255.62792537,6320653808.552563,6320653808.552563,6320653808.552563,China,35.665945,111.025976,Jishan Mingfu Steel Products Co Ltd,35.665945,111.025976,1433.0,35.665945,111.025976,largest plant
Heping Yueshen Steel Industrial Co Ltd,1,1400.0,1400.0,1400.0,1,1,15.0,922848789.0805657,1532221880.501906,1532221880.501906,1532221880.501906,China,24.49796,114.93888,Heping Yueshen Steel Industry Co Ltd,24.49796,114.93888,1400.0,24.49796,114.93888,largest plant
Shandong Luli Steel Co Ltd,1,1400.0,1400.0,1400.0,1,1,33.0,309288577.011094,35092020109.56995,35092020109.56995,35092020109.56995,China,36.970875,118.955444,Shandong Luli Steel Co Ltd,36.970875,118.955444,1400.0,36.970875,118.955444,largest plant
Yunnan Qujing Iron and Steel Group Co Ltd,1,1400.0,1400.0,1400.0,1,1,12.55,54580293.24053438,4352750659.950534,4352750659.950534,4352750659.950534,China,26.275341999999995,104.168311,Yunnan Qujing Iron and Steel Group Fenghuang Steel Co Ltd,26.275342,104.168311,1400.0,26.275342,104.168311,largest plant
Henan Xinjinhui Stainless Steel Industry Co Ltd,1,1400.0,1400.0,1400.0,1,1,21.0,797364861.8664675,45358896847.879585,45358896847.879585,45358896847.879585,China,34.263509,113.853979,Henan Jinhui Industrial Group,34.263509,113.853979,1400.0,34.263509,113.853979,largest plant
Lvliang Jianlong Industrial Co Ltd,1,1400.0,1400.0,1400.0,1,1,41.0,1570081181.240564,11016961277.147089,11016961277.147089,11016961277.147089,China,37.473110000000005,112.06093,Lvliang Jianlong Industrial Co Ltd,37.47311,112.06093,1400.0,37.47311,112.06093,largest plant
Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,2,1400.0,1400.0,1400.0,1,1,23.0,3553105312.443734,27746646097.323524,34265105010.563232,34265105010.563232,China,36.65550295804813,114.06879830672109,Hebei Xin Wuan Steel Group Wenan Iron and Steel Co Ltd,36.679431,114.169024,1400.0,36.679431,114.169024,largest plant
Guangxi Guigang Iron and Steel Group Co Ltd,1,1400.0,1400.0,1400.0,1,1,23.0,6503602261.824279,14448502391.134487,14448502391.134487,14448502391.134487,China,23.088181999999996,109.634638,Guangxi Guigang Iron and Steel Group Co Ltd,23.088182,109.634638,1400.0,23.088182,109.634638,largest plant
Yantai Walsin Stainless Steel Co Ltd,1,1400.0,1400.0,1400.0,1,1,18.92,18963550948.945488,84855701294.55832,84855701294.55832,84855701294.55832,China,37.548627,121.277488,Yantai Walsin Stainless Steel Co Ltd,37.548627,121.277488,1400.0,37.548627,121.277488,largest plant
Rungta Mines Ltd,5,1375.0,275.0,696.0,1,1,8.333333333333334,307628533.1210734,3635461575.022246,6293674654.628268,3199565402.2732677,India,21.91097049206941,85.45148572752068,Rungta Mines Chaliyama steel plant,22.588359,85.905724,696.0,22.588359,85.905724,largest plant
Nippon Steel Stainless Steel Corp,2,1366.0,683.0,866.0,1,1,69.5,1369220846.7925227,13080305967.0957,15748599333.946754,13795236693.499422,Japan,34.01186031103455,131.85635594287206,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,34.059009,131.777221,866.0,34.059009,131.777221,largest plant
Fujian Yixin Steel & Iron Co Ltd,1,1360.0,1360.0,1360.0,1,1,20.0,136966250.464103,5593875427.628956,5593875427.628956,5593875427.628956,China,26.491308000000004,119.63624,Fujian Yixin Steel Co Ltd,26.491308,119.63624,1360.0,26.491308,119.63624,largest plant
Yunnan Desheng Steel Co Ltd,1,1350.0,1350.0,1350.0,1,1,25.47,179784996.6136446,661664933.6198207,661664933.6198207,661664933.6198207,China,25.142516,102.077727,Yunnan Desheng Iron and Steel Co Ltd,25.142516,102.077727,1350.0,25.142516,102.077727,largest plant
Inner Mongolia Desheng Metal Products Co Ltd,1,1350.0,1350.0,1350.0,1,1,14.3,111523145.34028804,4238333561.2372193,4238333561.2372193,4238333561.2372193,China,39.867014999999995,106.890377,Inner Mongolia Desheng Metal Products Co Ltd,39.867015,106.890377,1350.0,39.867015,106.890377,largest plant
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,1,1350.0,1350.0,1350.0,1,1,42.0,188809636.46592227,21197313218.73651,21197313218.73651,21197313218.73651,China,36.640411,113.981172,Hebei Xin Wuan Steel Group Hongrong Iron and Steel Co Ltd,36.640411,113.981172,1350.0,36.640411,113.981172,largest plant
Wulanhot Iron & Steel Co Ltd,1,1350.0,1350.0,1350.0,1,1,26.64,3362380016.537606,6821890942.147777,6821890942.147777,6821890942.147777,China,46.055685000000004,122.06328199999999,Wulanhot Steel Co Ltd,46.055685,122.063282,1350.0,46.055685,122.063282,largest plant
Hebei Huaxin Special Steel Co Ltd,1,1350.0,1350.0,1350.0,1,1,5.0,1439683054.8066726,91279583262.73259,91279583262.73259,91279583262.73259,China,36.530480000000004,114.245262,Hebei Huaxin Special Steel Co Ltd,36.53048,114.245262,1350.0,36.53048,114.245262,largest plant
Tongling Fuxin Iron & Steel Co Ltd,1,1350.0,1350.0,1350.0,1,1,56.0,6386761084.181079,25135376136.461826,25135376136.461826,25135376136.461826,China,30.907561000000005,117.772866,Tongling Fuxin Iron and Steel Co Ltd,30.907561,117.772866,1350.0,30.907561,117.772866,largest plant
Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,1,1350.0,1350.0,1350.0,1,1,15.87,14286152.175898882,571913381.0871459,571913381.0871459,571913381.0871459,China,40.427008,119.219855,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,40.427008,119.219855,1350.0,40.427008,119.219855,largest plant
Jiangsu Delong Nickel Industry Co Ltd,1,1350.0,1350.0,1350.0,1,1,15.55,890142435.6329616,4969373256.508394,4969373256.508394,4969373256.508394,China,34.44346900000001,119.81657399999999,Jiangsu Delong Nickel Industry Co Ltd,34.443469,119.816574,1350.0,34.443469,119.816574,largest plant
Xinjiang KingTec Steel Co Ltd,1,1334.0,1334.0,1334.0,1,1,22.28,93932.5409826021,6606673.245409169,6606673.245409169,6606673.245409169,China,42.67419199999999,86.280156,Xinjiang Kingtec Steel Co Ltd,42.674192,86.280156,1334.0,42.674192,86.280156,largest plant
Guizhou Ganglian Industrial Group Co Ltd,1,1325.0,1325.0,1325.0,1,1,12.0,3047624310.877063,43134590411.06217,43134590411.06217,43134590411.06217,China,27.615147000000004,106.949926,Guizhou Ganglian Industrial Group Co Ltd,27.615147,106.949926,1325.0,27.615147,106.949926,largest plant
Anyang Iron & Steel Co Ltd,1,1300.0,1300.0,1300.0,1,1,68.0,17037663839.757977,82619171295.84013,82619171295.84013,82619171295.84013,China,36.122129,114.283145,Anyang Iron and Steel Co Ltd,36.122129,114.283145,1300.0,36.122129,114.283145,largest plant
Hengyang Valin Steel Tube Co Ltd,1,1300.0,1300.0,1300.0,1,1,68.0,8841440925.872505,48574104907.651276,48574104907.651276,48574104907.651276,China,26.865484,112.576853,Hengyang Valin Steel Tube Co Ltd,26.865484,112.576853,1300.0,26.865484,112.576853,largest plant
Fujian Longgang New Materials Co Ltd,1,1210.0,1210.0,1210.0,1,1,,81212030.76822813,1035949679.3292078,1035949679.3292078,1035949679.3292077,China,25.357408,117.362096,Fujian Longgang New Materials Co Ltd,25.357408,117.362096,1210.0,25.357408,117.362096,largest plant
Shaanxi Huaxin Special Steel Group Co Ltd,1,1200.0,1200.0,1200.0,1,1,24.54,179102021.36746305,3967730209.0390596,3967730209.0390596,3967730209.039059,China,34.523278,109.986042,Shaanxi Huaxin Special Steel Group Co Ltd,34.523278,109.986042,1200.0,34.523278,109.986042,largest plant
Mesco Kalinga Steel Ltd,1,1200.0,1200.0,1200.0,1,1,21.0,864289310.3874147,7210393202.478255,7210393202.478255,7210393202.478255,India,20.976277,86.044419,Mesco Steel Kalinganagar plant,20.976277,86.044419,1200.0,20.976277,86.044419,largest plant
natural person(s); Hubei Xinxin Steel Group Co Ltd,1,1200.0,1200.0,1200.0,1,1,26.0,1002488417.5250294,45551188711.02555,45551188711.02555,45551188711.02555,China,30.067469,114.934091,Daye Xinye Special Steel Co Ltd,30.067469,114.934091,1200.0,30.067469,114.934091,largest plant
Guilin Pinggang Iron and Steel Co Ltd,1,1200.0,1200.0,1200.0,1,1,29.0,33714093.6953855,948243686.0750386,948243686.0750386,948243686.0750384,China,24.673567,110.78959000000002,Guilin Pinggang Iron and Steel Co Ltd,24.673567,110.78959,1200.0,24.673567,110.78959,largest plant
Zhejiang Wantai Special Steel Co Ltd,1,1200.0,1200.0,1200.0,1,1,22.54,3208888731.268896,182225850715.98544,182225850715.98544,182225850715.98544,China,30.944342000000002,120.97180299999998,Zhejiang Wantai Special Steel Co Ltd,30.944342,120.971803,1200.0,30.944342,120.971803,largest plant
Jayaswal Neco Industries Ltd,1,1200.0,1200.0,1200.0,1,1,30.0,1676028759.8407507,20742994968.86579,20742994968.86579,20742994968.86579,India,21.354495,81.676444,Jayaswal Neco Industries Raipur steel plant,21.354495,81.676444,1200.0,21.354495,81.676444,largest plant
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,1,1200.0,1200.0,1200.0,1,1,8.0,6503602261.824279,14468067641.863953,14468067641.863953,14468067641.863953,China,23.089502,109.63938,Guangxi Guigang Iron and Steel Group Guigang Guibao Special Steel Co Ltd,23.089502,109.63938,1200.0,23.089502,109.63938,largest plant
Huahong Iron and Steel Products Co Ltd,1,1200.0,1200.0,1200.0,1,1,23.39,468805622.32278705,978294970.4345801,978294970.4345801,978294970.4345801,China,28.090098,119.51950900000001,Lishui Huahong Iron and Steel Products Co Ltd,28.090098,119.519509,1200.0,28.090098,119.519509,largest plant
Henan Fuhua Iron & Steel Group Co Ltd,1,1200.0,1200.0,1200.0,1,1,26.47,3251997907.564753,69205884097.59297,69205884097.59297,69205884097.59297,China,34.462949,113.700844,Henan Fuhua Steel Group Co Ltd,34.462949,113.700844,1200.0,34.462949,113.700844,largest plant
Prakash Industries Ltd,1,1190.0,1190.0,1190.0,1,1,33.0,465552274.1725282,5599758531.761893,5599758531.761893,5599758531.761893,India,22.004694,82.671666,Prakash Industries Janjgir steel plant,22.004694,82.671666,1190.0,22.004694,82.671666,largest plant
