GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,iso3,Latitude,Longitude,Plant age (years),capacity_ttpa,n_operating_units,Main production equipment,litpop_value_usd,litpop_sum_25km_usd,litpop_ncells_25km,litpop_cell_lat,litpop_cell_lon,match_distance_km
P100000120416,Fujian Fuhua New Materials Group Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],China,Asia Pacific,CHN,26.961516,119.654272,27.0,500.0,1,EAF,283759824.5657374,4080472207.121709,24,26.95833333,119.625,2.922677352287121
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,Tianlong Investment Co Ltd [58.3%]; Huayang Investment (Hong Kong) Ltd [41.6%],China,Asia Pacific,CHN,24.472439,117.94885,19.0,720.0,1,EAF,17250077612.688942,185209231508.9667,18,24.54166667,117.95833333,7.757344928178422
P100001064195,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd [100.0%],China,Asia Pacific,CHN,26.868423,117.776369,26.5,1000.0,1,EAF,29883675.310433295,547944854.753244,25,26.875,117.79166667,1.6843976436587653
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd [100.0%],China,Asia Pacific,CHN,25.357408,117.362096,,1210.0,1,BF; BOF,81212030.76822813,1035949679.3292078,25,25.375,117.375,2.3468004553806296
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],China,Asia Pacific,CHN,26.483815,119.67105,12.0,2650.0,1,BF; BOF,53661889.35483706,5418403103.357185,18,26.45833333,119.70833333,4.669100550024768
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],China,Asia Pacific,CHN,26.779301,119.767935,3.0,958.0,1,EAF,11794218.386546498,3897674158.2296243,16,26.70833333,119.70833333,9.864081167861825
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],China,Asia Pacific,CHN,25.244396,118.029905,25.0,2300.0,1,BF; BOF,1080493062.2097301,9718651806.530079,27,25.20833333,118.04166667,4.180883498444987
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,Sanbao Group Co Ltd [100.0%],China,Asia Pacific,CHN,24.635769,117.603677,27.0,6196.0,1,BF; BOF; EAF,1437201755.3926136,56119285310.91528,25,24.625,117.625,2.4655973857147973
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],China,Asia Pacific,CHN,26.768925,119.765203,15.0,3000.0,1,BF; EAF,11794218.386546498,3604288971.2299767,15,26.70833333,119.70833333,8.791320599168099
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wugang Group Co Ltd [38.2%]; Fujian Kaihang Stainless Steel Products Co Ltd [36.8%]; Tianwei Co Ltd [25.0%],China,Asia Pacific,CHN,25.95923,119.452018,33.0,2000.0,1,EAF,6512786661.363352,121317464955.75764,19,25.95833333,119.45833333,0.6392087145285315
P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,"natural person(s) [38.4%]; unknown [23.2%]; Thailand Huihua Industrial Co Ltd [20.7%]; Labor Union Committee of Xiaojiao Rolling Mill of Sanming Iron and Steel Works, Fujian Province [17.7%]",China,Asia Pacific,CHN,26.491308,119.63624,20.0,1360.0,1,BF; BOF,136966250.464103,5593875427.628956,18,26.54166667,119.625,5.710223383585051
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,Tuchuan Capital Co Ltd [99.0%]; unknown [1.0%],China,Asia Pacific,CHN,41.670998,123.85143,23.5,0.0,1,BF,26636182.46122891,63997417266.03787,31,41.70833333,123.875,4.589711045764465
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],China,Asia Pacific,CHN,41.841223,123.753895,20.36,2700.0,2,BOF; BF; Iron other/unspecified,8540543698.927486,147904763037.43344,33,41.875,123.79166667,4.887922893400267
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd [100.0%],China,Asia Pacific,CHN,41.838774,123.806586,89.0,999.0,1,EAF,8540543698.927486,92433376200.71225,31,41.875,123.79166667,4.213402059119335
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,natural person(s) [66.2%]; Fujian Wugang Group Co Ltd [33.8%],China,Asia Pacific,CHN,25.995101,119.495725,5.0,2000.0,1,EAF,6512786661.363352,122602138013.36754,18,25.95833333,119.45833333,5.539442802250376
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,Gallantt Ispat Ltd [100.0%],India,Asia Pacific,IND,26.757009,83.199086,32.0,528.0,1,DRI; IF,881769082.2374166,22021940702.830807,26,26.79166667,83.20833333,3.9615953107402935
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.812121,98.295555,27.0,7650.0,1,BF; BOF; EAF,7871975322.062651,18033979039.417233,29,39.79166667,98.29166667,2.298548690284478
P100000121216,Godawari Power and Ispat Sarora steel plant,Godawari Power and Ispat Ltd,Godawari Power and Ispat Ltd [100.0%],India,Asia Pacific,IND,21.565032,81.739447,,,0,BF; BOF,163771660.80845988,8372464437.685884,24,21.54166667,81.70833333,4.135725786806237
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,Godawari Power and Ispat Ltd [100.0%],India,Asia Pacific,IND,21.376214,81.681888,25.0,659.0,1,BF; DRI; IF,1676028759.8407507,20895565574.58556,26,21.375,81.70833333,2.741635828231642
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,JPN,35.697541,139.964104,51.0,700.0,1,EAF,191396112118.6579,3812995185567.159,23,35.70833333,139.95833333,1.3082981701612053
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,JPN,34.783057,134.669411,48.0,500.0,1,EAF,12333371034.581137,143476292065.90747,17,34.79166667,134.70833333,3.681124323552007
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,JPN,34.693045,135.428537,89.0,500.0,1,EAF,324278211589.9782,3134190068942.308,22,34.70833333,135.45833333,3.21086247750307
P100001063538,Guangdong Daxing Iron & Steel Industrial Co Ltd,Guangdong Daxing Iron & Steel Industrial Co Ltd,Guangdong Daxing Iron & Steel Industrial Co Ltd [100.0%],China,Asia Pacific,CHN,23.529158,116.329247,26.52,720.0,1,EAF,13690835436.783312,164436051331.8476,26,23.54166667,116.29166667,4.075804656237947
P100001063264,Guangdong Fogang Jincheng Metal Products Co Ltd,Guangdong Fogang Jincheng Metal Products Co Ltd,Guangdong Fogang Jincheng Metal Products Co Ltd [100.0%],China,Asia Pacific,CHN,23.741965,113.502168,21.98,500.0,1,EAF,92889374.35438424,12746624223.972597,25,23.70833333,113.54166667,5.491134215375026
P100000120087,Guangdong Guangqing Metal Technology Co Ltd,Guangdong Guangqing METAL Technology Co Ltd,Guangdong Guangxin Holdings Group Ltd [48.9%]; Shanghai Decent Investment (Group) Co Ltd [17.0%]; unknown [16.9%]; TSINGSHAN Holding Group Co Ltd [13.4%]; Zhejiang Qingshan Business Management Co Ltd [3.8%],China,Asia Pacific,CHN,21.697069,111.848841,16.0,2040.0,1,EAF,546325381.749661,8965655529.844511,13,21.625,111.875,8.457408835078876
P100001063170,Guangdong Guixin Steel Co Ltd,Guangdong Guixin Steel Co Ltd,Guangdong Guixin Steel Co Ltd [100.0%],China,Asia Pacific,CHN,23.517109,113.106865,22.0,630.0,1,EAF,1383225148.037752,116532803968.18135,25,23.54166667,113.125,3.2977207224028207
P100001062833,"Guangdong Guoxin Industrial Co., Ltd.",Guangdong Guoxin Industrial Co Ltd,Guangdong Guoxin Industrial Co Ltd [100.0%],China,Asia Pacific,CHN,23.407415,116.570818,24.0,2500.0,1,BF; BOF,4977101905.5661955,385244145928.6803,26,23.45833333,116.54166667,6.395490892257269
P100001063522,Guangdong Hongde Steel Group Co Ltd,Guangdong Hongde Steel Group Co Ltd,Guangdong Hongde Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,24.672351,113.535574,24.0,860.0,1,EAF,2371893017.6045723,29398577246.00148,25,24.70833333,113.54166667,4.048129716971541
P100000120362,Guangdong Jingye Iron and Steel Co Ltd,Guangdong Jingye Iron and Steel Co Ltd,Jingye Group Co Ltd [100.0%],China,Asia Pacific,CHN,23.454666,116.498483,6.0,2000.0,1,BF; BOF,7797595936.055308,345789484427.8733,25,23.45833333,116.45833333,4.115766985069929
P100000120319,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Fujian Lanming Investment Partnership LP [25.2%]; unknown [14.9%]; natural person(s) [13.9%]; Fujian Lanrui Investment Partnership LP [12.5%]; Fujian Qikun Investment Co Ltd [5.8%]; Fujian Zhongyi Investment Co Ltd [5.0%]; Fujian Taisong Investment Co Ltd [3.3%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Jinkun Investment Co Ltd [1.8%]; Fuzhou Deyu Investment Co Ltd [1.8%]; Fujian Shunle Investment Co Ltd [1.8%]; Fujian Yuheng Investment Co Ltd [1.8%]; Fuzhou Minqiu Trading Co Ltd [1.7%]; Fenghe Investment (Fujian) Co Ltd [1.4%]; Fujian Jingyuan Investment Co Ltd [1.4%]; Fujian Junao Investment Co Ltd [1.4%]; Fujian Yongxinqi Investment Co Ltd [1.4%]; Yuncheng Investment (Fujian) Co Ltd [1.4%]; Pingtan Shengxin Investment Partnership LP [1.4%],China,Asia Pacific,CHN,22.888729,112.263081,5.0,3600.0,1,EAF,288572450.6037076,17537360291.947075,25,22.875,112.29166667,3.3024789016556584
P100000120380,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd [70.0%]; natural person(s) [30.0%],China,Asia Pacific,CHN,22.907614,112.224952,3.0,2400.0,1,EAF,194781090.93254027,18466041820.838684,26,22.875,112.20833333,4.006210314992766
P100001063276,Guangdong Shengye Steel Co Ltd,Guangdong Shengye Steel Co Ltd,Guangdong Shengye Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.008564,114.797328,21.97,920.0,1,EAF,106278554.73135719,1531296659.3671398,24,24.04166667,114.79166667,3.725491029509368
P100001063591,Guangdong Shiji Qingshan Nickel Industry Co Ltd,Guangdong Shiji Qingshan Nickel Industry Co Ltd,Guangdong Shiji Qingshan Nickel Industry Co Ltd [100.0%],China,Asia Pacific,CHN,21.687053,111.848893,14.81,900.0,1,EAF,546325381.749661,8937090589.579496,12,21.625,111.875,7.4087382772479815
P100001063532,Guangdong Taidu Iron & Steel Co Ltd,Guangdong Taidu Iron & Steel Co Ltd,Guangdong Taidu Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,23.504558,112.962693,22.0,1020.0,1,EAF,1746497357.0257854,54416334496.484634,24,23.54166667,112.95833333,4.150172840750248
P100001063263,"Guangdong Taiye Hongda Steel Co., Ltd.",Guangdong Taiye Hongda Steel Co Ltd,Guangdong Taiye Hongda Steel Co Ltd [100.0%],China,Asia Pacific,CHN,23.54332928798603,112.9908240744354,13.79,920.0,1,EAF,1746497357.0257854,70709810799.84492,26,23.54166667,112.95833333,3.3172508796239257
P100000120361,GuangDong Xinxing Ductile Iron Pipes Co Ltd,GuangDong Xinxing Ductile Iron Pipes Co Ltd,Xinxing Ductile Iron Pipes Co Ltd [100.0%],China,Asia Pacific,CHN,22.09914,111.665479,11.0,0.0,1,BF,126961940.125218,3327734091.422327,25,22.125,111.625,5.065323809801104
P100000121044,Guangdong Yuebei United Steel Co Ltd,Guangdong Yuebei United Steel Co Ltd,Jingye Group Co Ltd [100.0%],China,Asia Pacific,CHN,24.262452,113.728198,16.0,2055.0,1,BF; BOF; EAF,114780320.39245096,1125333997.9230347,26,24.29166667,113.70833333,3.8219359916556237
P100001063322,Guangdong Yuedong Steel Co Ltd,Guangdong Yuedong Steel Co Ltd,Guangdong Yuedong Steel Co Ltd [100.0%],China,Asia Pacific,CHN,23.711585,114.689761,32.14,720.0,1,EAF,10381673523.067602,22746324411.70807,24,23.70833333,114.70833333,1.9250975290232726
P100001062853,Guangdong Yuehua Iron & Steel Group Co Ltd,Guangdong Yuehua Iron & Steel Group Co Ltd,Guangdong Yuehua Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,24.275783,113.388896,21.81,520.0,1,EAF,386008960.44992363,5328433569.140667,24,24.29166667,113.375,2.2590144171197153
P100001063509,Guangdong Yueshao Iron & Steel Co Ltd,Guangdong Yueshao Iron & Steel Co Ltd,Guangdong Yueshao Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.688355,113.657408,12.48,500.0,1,EAF,2904267538.2436757,29193323470.92022,26,24.70833333,113.625,3.9564875270939215
P100001063495,Guangdong Zhanhong Steel Plant,Guangdong Zhanhong Steel Plant,Guangdong Zhanhong Steel Plant [100.0%],China,Asia Pacific,CHN,23.037858,114.970593,23.0,500.0,1,EAF,33770610.58382256,3399610467.613826,24,23.04166667,114.95833333,1.3240343579752276
P100000120084,Guangdong Zhongnan Iron & Steel Co Ltd,SGIS Songshan Co Ltd,SGIS Songshan Co Ltd [100.0%],China,Asia Pacific,CHN,24.708232,113.635898,29.0,8698.0,1,BF; BOF; EAF,2904267538.2436757,29190692279.23758,24,24.70833333,113.625,1.100918276266303
P100000121071,Guangshui Huaxin Metallurgical Industry Co Ltd,Guangshui Huaxin Smelt Industry Co Ltd,Fujian Shangkun Investment Co Ltd [62.5%]; Fujian Kangye Investment Co Ltd [37.5%],China,Asia Pacific,CHN,31.50221,114.008142,18.0,869.0,1,BF; EAF,39099648.249599755,2510913507.983334,28,31.54166667,114.04166667,5.417286600806448
P100000120093,Guangxi Beigang New Material Co Ltd,Guangxi BG New Materials Co Ltd,Guangxi Beibu Gulf International Port Group Co Ltd [100.0%],China,Asia Pacific,CHN,21.519924,109.506427,17.0,3400.0,1,BF; EAF,490660026.3866026,1644528946.308654,14,21.54166667,109.54166667,4.373961975486159
P100000120370,Guangxi Chiji Iron and Steel Co Ltd,Guangxi Chiji Iron and Steel Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],China,Asia Pacific,CHN,23.402121,111.134606,7.0,4800.0,1,BF; BOF; Iron other/unspecified,105313275.99139243,17527437342.038837,25,23.375,111.125,3.171074424725864
P100000120398,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),Guangxi Deyuan Metallurgy Co Ltd,Fujian Yongjianguo Investment Development Co Ltd [50.0%]; natural person(s) [35.0%]; Guangxi Changheng Investment Co Ltd [15.0%],China,Asia Pacific,CHN,22.712996,109.33725,36.0,1600.0,1,EAF,277340105.397218,3308487119.423714,26,22.70833333,109.375,3.906713500548398
P100000121140,Guangxi Deyuan Metallurgy Co Ltd (Yujiangbian),Guangxi Deyuan Metallurgy Co Ltd,Fujian Yongjianguo Investment Development Co Ltd [50.0%]; natural person(s) [35.0%]; Guangxi Changheng Investment Co Ltd [15.0%],China,Asia Pacific,CHN,22.85831,108.90109,,,0,EAF,266302664.99618664,792822783.0295267,25,22.875,108.875,3.2541615494195217
P100000120395,Guangxi Guifeng Special Steel Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,Guangxi Longzhou Yishuo Investment Management Co Ltd [100.0%],China,Asia Pacific,CHN,23.987136,111.914197,24.0,1725.0,1,EAF,17341547.352170102,1401279019.1171052,25,23.95833333,111.875,5.110580800967066
P100000120095,Guangxi Guigang Iron and Steel Group Co Ltd,Guangxi Guigang Iron and Steel Group Co Ltd,natural person(s) [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],China,Asia Pacific,CHN,23.088182,109.634638,23.0,1400.0,2,BOF; BF,6503602261.824279,14448502391.134487,26,23.125,109.625,4.2109767437249035
P100000120363,Guangxi Guigang Iron and Steel Group Guigang Guibao Special Steel Co Ltd,Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,Guangxi Guigang Iron and Steel Group Co Ltd [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],China,Asia Pacific,CHN,23.089502,109.63938,8.0,1200.0,1,EAF,6503602261.824279,14468067641.863953,27,23.125,109.625,4.212288487047098
P100000120368,Guangxi Guixin Iron and Steel Group Co Ltd,Guangxi Guixin Steel Group Co Ltd,Guangxi Guixin Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,23.978962,111.735523,33.0,6050.0,1,BF; BOF; EAF,90031801.82740928,476301192.8009216,24,23.95833333,111.70833333,3.5907892240494768
P100000120394,Guangxi Guixin Iron and Steel Intelligent Manufacturing Co Ltd,Hezhou Zhaoxin Hardware Products Co Ltd,Hezhou Zhaoxin Hardware Products Co Ltd [100.0%],China,Asia Pacific,CHN,23.978567,111.735529,26.0,750.0,1,EAF,90031801.82740928,476301192.8009216,24,23.95833333,111.70833333,3.563367957928465
P100000120397,Guangxi Hezhou Kexinda Metal Products Co Ltd,Guangxi Hezhou Kexinda Metal Products Co Ltd,Guangxi Hezhou Kexinda Metal Products Co Ltd [100.0%],China,Asia Pacific,CHN,23.979937,111.745037,22.0,1150.0,1,EAF,90031801.82740928,508303102.5636294,26,23.95833333,111.70833333,4.436042762157441
